editor,action,Line Of Business  Component,Channel Component,Product Component,L0 Component,domain_sequence Qualifier,L1 Component,sub_domain_sequence Qualifier,Business Flow Component,business_flow_sequence Qualifier,sequence_uml Qualifier,Task Component,Task_sequence Qualifier,Application Component,correlation_id Qualifier,FK_Data[Application].CORRELATION_ID
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Provisioning Complete,7,,Pull Sales Order Data ,1,GRETA,2027,2027
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Provisioning Complete,7,,Pull Sales Order Data ,1,ICORE,18276,18276
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Provisioning Complete,7,,Pull Sales Order Data ,1,OCS-SS,13758,13758
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Provisioning Complete,7,EDF ->> OCX: Pull Sales Order Data,Pull Sales Order Data ,1,EDF,23718,23718
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Provisioning Complete,7,OCX ->>USRP: Service Order Submitted,Submit Service Order,1,OCX,23326,23326
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Provisioning Complete,7,,Initiate Service Order Provisioning,2,ARIS/EXACT,224,224
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Provisioning Complete,7,,Initiate Service Order Provisioning,2,BPP-ADT/ATW,13346,13346
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Provisioning Complete,7,,Initiate Service Order Provisioning,2,BPP - FACILITY,13003,13003
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Provisioning Complete,7,,Initiate Service Order Provisioning,2,CANOPI,16994,16994
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Provisioning Complete,7,,Initiate Service Order Provisioning,2,CNI CPT,13333,13333
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Provisioning Complete,7,"USRP->>SOTS: Service Order Subitted
USRP->>EFMS-A: Port Assignment, USO, Ckt ID
USRP->>EFMS-W: Order Provisioning workflow management
USRP->>OMX: Digital Notifications
USRP->>OMX: OMX Scheduler
USRP->>OMX-UTH: Order Provisioning Workflow Management
USRP->>CANOPI: Order Provisioning Workflow Management
USRP->>TIRKS: Order Provisioning Workflow Management
USRP->>POCITS: Order Provisioning Workflow Management
USRP->>GRETA: Order Provisioning Workflow Management
USRP->>PED: Order Provisioning Workflow Management",Initiate Service Order Provisioning,2,USRP,13703,13703
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Provisioning Complete,7,,Initiate Service Order Provisioning,2,DCS,13804,13804
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Provisioning Complete,7,"BGW ->> UB
BGW ->> OMX-UTH: Order Provisioning Workflow Management
BGW ->> CANOPI: Order Provisioning Workflow Management
BGW ->> TIRKS: Order Provisioning Workflow Management
BGW ->> POCITS: Order Provisioning Workflow Management
BGW ->> GRETA: Order Provisioning Workflow Management
BGW ->> PED: Order Provisioning Workflow Management",Manage Order Provisioining,3,BGW,14106,14106
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Provisioning Complete,7,"OMX ->> OMX-UTH: Order Provisioning Workflow Management
OMX ->> CANOPI: Order Provisioning Workflow Management
OMX ->> TIRKS: Order Provisioning Workflow Management
OMX ->> POCITS: Order Provisioning Workflow Management
OMX ->> GRETA: Order Provisioning Workflow Management
OMX ->> PED: Order Provisioning Workflow Management",Manage Order Provisioining ,3,OMX,22011,22011
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Provisioning Complete,7,,Manage Order Provisioining ,3,(FED) - OMX,24233,24233
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Provisioning Complete,7,,Manage Order Provisioining ,3,PED,21386,21386
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Provisioning Complete,7,,Manage Order Provisioining ,3,SOTS,13853,13853
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Provisioning Complete,7,,Manage Order Provisioining ,3,TIRKS,595,595
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Provisioning Complete,7,,Manage Order Provisioining ,3,TSNOW-GUI,12555,12555
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Provisioning Complete,7,,Manage Order Provisioining ,3,TSNOW-OSDSI,19840,19840
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Provisioning Complete,7,,Manage Order Provisioining ,3,WFA/C,641,641
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Provisioning Complete,7,,Manage Order Provisioining ,3,CS WFBPM,22097,22097
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Provisioning Complete,7,,Manage Order Provisioining ,3,UTMS,27213,27213
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Provisioning Complete,7,,Manage Order Provisioining ,3,NC3,13200,13200
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Provisioning Complete,7,,Manage Order Provisioining ,3,R3:SG,22448,22448
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Provisioning Complete,7,,Manage Order Provisioining ,3,FORCE-DCOE,19705,19705
em114j,Add,AT&T Business,Service Delivery,ASE,Get,3,Provisioning Management ,2,Provisioning Complete ,6,,Initiate Build and Completion Workflow Order Orchestration,1,PED,21386,21386
em114j,Add,AT&T Business,Service Delivery,ASE,Get,3,Provisioning Management ,2,Provisioning Complete ,6,,Initiate Build and Completion Workflow Order Network Design,2,PED,21386,21386
em114j,Add,AT&T Business,Service Delivery,ASE,Get,3,Provisioning Management ,2,Provisioning Complete ,6,,Manage Order Workflow (Design Driven),3,CANOPI,16994,16994
em114j,Add,AT&T Business,Service Delivery,ASE,Get,3,Provisioning Management ,2,Provisioning Complete ,6,,Manage Order Workflow (Order-Flow Driven),4,CANOPI,16994,16994
em114j,Add,AT&T Business,Service Delivery,ASE,Get,3,Provisioning Management ,2,Provisioning Complete ,6,,Manage Order Workflow (Network Driven),5,CANOPI,16994,16994
em114j,Add,AT&T Business,Service Delivery,ASE,Get,3,Provisioning Management ,2,Provisioning Complete ,6,,Execute Provisioning Management,6,CANOPI,16994,16994
em114j,Add,AT&T Business,Service Delivery,ASE,Get,3,Provisioning Management ,2,Provisioning Complete ,6,,Update Circuit Info in Network Sys Legacy Inventory,7,EFMS,13537,13537
em114j,Add,AT&T Business,Service Delivery,ASE,Get,3,Provisioning Management ,2,Provisioning Complete ,6,,Update Circuit Info in Network Sys Core Inventory,8,EFMS,13537,13537
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Provisioning Management ,2,Provisioning Complete ,7,,Convert Sales Order to Service Delivery,1,BBW,29333,29333
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Provisioning Management ,2,Provisioning Complete ,7,,Capture Customer Direct Service Order,2,ATTeBiz,23015,23015
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Provisioning Management ,2,Provisioning Complete ,7,,Capture Mobility Customer Direct Service Order,3,OPUS - C,18257,18257
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Provisioning Management ,2,Provisioning Complete ,7,,Submit Sellers Direct Service Order,4,LS CRM,10056,10056
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Provisioning Management ,2,Provisioning Complete ,7,,Assign Ordering and CPE Assignment/ DD Details,5,LS CRM,10056,10056
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Provisioning Management ,2,Provisioning Complete ,7,,Pass Order Notification,6,LS-OMS,10038,10038
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Provisioning Management ,2,Provisioning Complete ,7,,"Notify E911, Directory, and CID Updates",7,LS-OMS,10038,10038
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Provisioning Management ,2,Provisioning Complete ,7,,Provision Service Resources,8,TIRKS,595,595
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Provisioning Management ,2,Provisioning Complete ,7,,Update Network Inventory,9,EDF,23718,23718
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Provisioning Management ,2,Provisioning Complete ,7,,Update Network Inventory,10,CANOPI,16994,16994
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Provisioning Management ,2,Provisioning Complete ,7,,Update Service Inventory,11,G2,10417,10417
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Provisioning Management ,2,Provisioning Complete ,7,,Trigger Provisioning Fallout Handling,12,BBNMS-LS,16188,16188
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Provisioning Management ,2,Provisioning Complete ,7,,Load Billing Data after Contract Signature,13,Pricer-D,22015,22015
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Provisioning Management ,2,Provisioning Complete ,7,,Pass Order Notification for Billing Setup,14,LS-OMS,10038,10038
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Provisioning Management ,2,Provisioning Complete ,7,,Create Billing Account & Setup Records,15,TIRKS,595,595
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Provisioning Management ,2,Provisioning Complete ,7,,Trigger Billing Activation,16,UB,13792,13792
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Provisioning Management ,2,Provisioning Complete ,7,,Distribute Inventory Data to Service Delievery Ordering,17,BBNMS-LS,16188,16188
em114j,Add,AT&T Business,Service Delivery,ABF,Get,3,Provisioning Management ,2,Provisioning Complete ,7,,Distribute Inventory Data to Service Delievery Provisioning,18,BBNMS-LS,16188,16188
em114j,Add,AT&T Business,Global Enterprise Sales,OAH,Buy,2,Pricing Management ,5,Quote,2,,Click quick link tab,1,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,OAH,Buy,2,Pricing Management ,5,Quote,2,,Create quote,2,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,OAH,Buy,2,Pricing Management ,5,Quote,2,,Select OH product,3,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,OAH,Buy,2,Pricing Management ,5,Quote,2,,Select contract term,4,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,OAH,Buy,2,Pricing Management ,5,Quote,2,,Enter quantity,5,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,OAH,Buy,2,Pricing Management ,5,Quote,2,,Configure equipment and shipping,6,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,OAH,Buy,2,Pricing Management ,5,Quote,2,,Select edition,7,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,OAH,Buy,2,Pricing Management ,5,Quote,2,,Select equipment brand,8,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,OAH,Buy,2,Pricing Management ,5,Quote,2,,Select equipment type,9,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,OAH,Buy,2,Pricing Management ,5,Quote,2,,Enter equipment quantity,10,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,OAH,Buy,2,Pricing Management ,5,Quote,2,,Add items to cart summary,11,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,ADI,Buy,2,Sales Order Management,2,Sales Order Create,3,EDF ->>OCX: Inform OMX of Order,Validate Contract & Data ,1,EDF,23718,23718
em114j,Add,AT&T Business,Global Enterprise Sales,ADI,Buy,2,Sales Order Management,2,Sales Order Create,3,"ADOPT->>SSDF:Search Contract 
ADOPT ->> EDF: Enter and Validate Additional Data
ADOPT ->> EDF: Load Solution to EDF
ADOPT ->> IGLOO: Enter and Validate Additional Data",Validate Contract & Data ,1,ADOPT,14377,14377
em114j,Add,AT&T Business,Global Enterprise Sales,ADI,Buy,2,Sales Order Management,2,Sales Order Create,3,,Validate Contract & Data ,1,SSDF,23007,23007
em114j,Add,AT&T Business,Global Enterprise Sales,ADI,Buy,2,Sales Order Management,2,Sales Order Create,3,"SalesExpress ->> SSDF:Search Contract 
SalesExpress ->> EDF: Enter and Validate Additional Data  
SalesExpress ->> IGLOO: Enter and Validate Additional Data",Validate Contract & Data ,1,Sales Express,22787,22787
em114j,Add,AT&T Business,Global Enterprise Sales,ADI,Buy,2,Sales Order Management,2,Sales Order Create,3,,Validate Contract & Data ,1,OCX,23326,23326
em114j,Add,AT&T Business,Global Enterprise Sales,ADI,Buy,2,Sales Order Management,2,Sales Order Create,3,,Validate Contract & Data ,1,(FED) - IGLOO,27567,27567
em114j,Add,AT&T Business,Global Enterprise Sales,ADI,Buy,2,Sales Order Management,2,Sales Order Create,3,"ASF ->> APS: Validate Contract
ASF ->> EDF: Enter and Validate Additional Data
ASF ->> IGLOO: Enter and Validate Additional Data
ASF ->> ATTCOMM: Flow to ServiceNow",Validate Contract & Data ,1,(FED) - OCX,24336,24336
em114j,Add,AT&T Business,Global Enterprise Sales,ADI,Buy,2,Sales Order Management,2,Sales Order Create,3,,Validate Contract & Data ,1,ROME,14269,14269
em114j,Add,AT&T Business,Global Enterprise Sales,ADI,Buy,2,Sales Order Management,2,Sales Order Create,3,,Validate Contract & Data ,1,ASOC,13540,13540
em114j,Add,AT&T Business,Global Enterprise Sales,ADI,Buy,2,Sales Order Management,2,Sales Order Create,3,,Validate Contract & Data ,1,DATARTR,22597,22597
em114j,Add,AT&T Business,Global Enterprise Sales,ADI,Buy,2,Sales Order Management,2,Sales Order Create,3,,Validate Contract & Data ,1,CPC,17765,17765
em114j,Add,AT&T Business,Global Enterprise Sales,ADI,Buy,2,Sales Order Management,2,Sales Order Create,3,,Validate Contract & Data ,1,ESIGN,14038,14038
em114j,Add,AT&T Business,Global Enterprise Sales,ADI,Buy,2,Sales Order Management,2,Sales Order Create,3,,Validate Contract & Data ,1,BGW,14106,14106
em114j,Add,AT&T Business,Global Enterprise Sales,ADI,Buy,2,Sales Order Management,2,Sales Order Create,3,,Validate Contract & Data ,1,CADM,12997,12997
em114j,Add,AT&T Business,Global Enterprise Sales,ADI,Buy,2,Sales Order Management,2,Sales Order Create,3,,Validate Contract & Data ,1,C-BUS,12654,12654
em114j,Add,AT&T Business,Global Enterprise Sales,ADI,Buy,2,Sales Order Management,2,Sales Order Create,3,,Validate Contract & Data ,1,DOCVIEWER,13662,13662
em114j,Add,AT&T Business,Global Enterprise Sales,ADI,Buy,2,Sales Order Management,2,Sales Order Create,3,,Validate Contract & Data ,1,MyPrice,27226,27226
em114j,Add,AT&T Business,Global Enterprise Sales,ADI,Buy,2,Sales Order Management,2,Sales Order Create,3,,Validate Contract & Data ,1,NEXXUS,30359,30359
em114j,Add,AT&T Business,Global Enterprise Sales,ADI,Buy,2,Sales Order Management,2,Sales Order Create,3,,Validate Contract & Data ,1,UB,13792,13792
em114j,Add,AT&T Business,Global Enterprise Sales,ADI,Buy,2,Sales Order Management,2,Sales Order Create,3,,Validate Contract & Data ,1,AT&T-Power BI,28605,28605
em114j,Add,AT&T Business,Global Enterprise Sales,ADI,Buy,2,Sales Order Management,2,Sales Order Create,3,,Validate Contract & Data ,1,EFMS,13537,13537
em114j,Add,AT&T Business,Global Enterprise Sales,ADI,Buy,2,Sales Order Management,2,Sales Order Create,3,,Validate Contract & Data ,1,(FED) - OCX,24336,24336
em114j,Add,AT&T Business,Global Enterprise Sales,ADI,Buy,2,Sales Order Management,2,Sales Order Create,3,,Validate Contract & Data ,1,CAFE,15242,15242
em114j,Add,AT&T Business,Global Enterprise Sales,ADI,Buy,2,Sales Order Management,2,Sales Order Create,3,,Validate Contract & Data ,1,B2BIGW,13541,13541
em114j,Add,AT&T Business,Global Enterprise Sales,ADI,Buy,2,Sales Order Management,2,Sales Order Create,3,,Validate Contract & Data ,1,ATTeBiz,23015,23015
em114j,Add,AT&T Business,Global Enterprise Sales,ADI,Buy,2,Sales Order Management,2,Sales Order Create,3,,Validate Contract & Data ,1,EIS,26683,26683
em114j,Add,AT&T Business,Global Enterprise Sales,ADI,Buy,2,Sales Order Management,2,Sales Order Create,3,,Validate Contract & Data ,1,OVALS GIS,19375,19375
em114j,Add,AT&T Business,Global Enterprise Sales,ABF,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Qualify & Validate Sales Order Data,1,ATTeBiz,23015,23015
em114j,Add,AT&T Business,Global Enterprise Sales,ASE,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Send ASR and ASR/LEASR Validaton Feed,1,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,ABF,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Qualify & Validate Sales Order Details,2,ATTeBiz,23015,23015
em114j,Add,AT&T Business,Global Enterprise Sales,ASE,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Submit Address Validation Request SOAP XML,2,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,ABF,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Qualify & Validiate Service Configuration,3,OPUS - C,18257,18257
em114j,Add,AT&T Business,Global Enterprise Sales,ASE,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Route Address Validation Message,3,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,ABF,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Generate  Pricing Feed & Transmit Daily Pricing batch,4,ROME,14269,14269
em114j,Add,AT&T Business,Global Enterprise Sales,ASE,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Validate Address,4,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,ABF,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Submit Sales order to Service Delivery,5,BBW,29333,29333
em114j,Add,AT&T Business,Global Enterprise Sales,ASE,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Submit ASR Inquiry & Updates,5,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,HSIA,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Validate Service Address,1,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,ASE,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Submit ASR/DLR Inquiry,6,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,ASE,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Submit Service Order Inquiry,7,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,ASE,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Retrieve Service Order Details,8,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,HSIA,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Create HSIA-E Sales Order,4,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,ASE,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Request Fiber Fast Info,9,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,HSIA,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Order HSIA-E  to Service Delivery,5,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,ASE,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Request Circuit Inquiry & Status,10,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,HSIA,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Submit HSIA-E  for Service Delivery,6,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,ASE,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Request Bill View & CSR Inquiry,11,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,ASE,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Request Service Availability,12,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,ASE,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Launch Solution Config,13,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,ASE,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Retrive Oppty Details & Service Availability,14,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,ASE,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Return Completed Solution Details,15,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,ASE,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Load Rate Letter & SSSF Data,16,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,ASE,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Search & Update Inventory Indentifiers,17,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,ASE,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Write Order to EFD for Service Order Creation,18,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,ASE,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Notify NSS and Load AIS Data,19,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,ASE,Buy,2,Sales Order Management ,3,Sales Order Create,3,,Update Solution Design,20,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,HSIA,Buy,2,Pricing Management ,5,Sales Order Create,3,,Pre-qualify Customer & Service Eligibility,2,ASF,29572,29572
em114j,Add,AT&T Business,Global Enterprise Sales,HSIA,Buy,2,Pricing Management ,5,Sales Order Create,3,,Price HSIA-E service,3,ASF,29572,29572
em114j,Add,AT&T Business,Digital Experience,CRU,Buy,2,Sales Order Management ,3,Sales Order CRU,1,,Sign up,1,ATTeBiz,23015,23015
em114j,Add,AT&T Business,Digital Experience,CRU,Buy,2,Sales Order Management ,3,Sales Order CRU,1,,Verify Business Info,2,ATTeBiz,23015,23015
em114j,Add,AT&T Business,Digital Experience,CRU,Buy,2,Sales Order Management ,3,Sales Order CRU,1,,Choose between plans,3,ATTeBiz,23015,23015
em114j,Add,AT&T Business,Digital Experience,CRU,Buy,2,Sales Order Management ,3,Sales Order CRU,1,,Select Device,4,ATTeBiz,23015,23015
em114j,Add,AT&T Business,Digital Experience,CRU,Buy,2,Sales Order Management ,3,Sales Order CRU,1,,Choose between plans,5,ATTeBiz,23015,23015
em114j,Add,AT&T Business,Digital Experience,CRU,Buy,2,Sales Order Management ,3,Sales Order CRU,1,,Add ons,6,ATTeBiz,23015,23015
em114j,Add,AT&T Business,Digital Experience,CRU,Buy,2,Sales Order Management ,3,Sales Order CRU,1,,"Review, Share and Save Cart Selections",7,ATTeBiz,23015,23015
em114j,Add,AT&T Business,Digital Experience,CRU,Buy,2,Sales Order Management ,3,Sales Order CRU,1,,Initiate Credit Check,8,ATTeBiz,23015,23015
em114j,Add,AT&T Business,Digital Experience,CRU,Buy,2,Sales Order Management ,3,Sales Order CRU,1,,Credit and Bill Preferences,9,ATTeBiz,23015,23015
em114j,Add,AT&T Business,Digital Experience,CRU,Buy,2,Sales Order Management ,3,Sales Order CRU,1,,review and Accept Mobile Business Agreement,10,ATTeBiz,23015,23015
em114j,Add,AT&T Business,Digital Experience,CRU,Buy,2,Sales Order Management ,3,Sales Order CRU,1,,Review and submit order,11,ATTeBiz,23015,23015
em114j,Add,AT&T Business,Digital Experience,CRU,Buy,2,Sales Order Management ,3,Sales Order CRU,1,,Receive Confirmation and Estimated Delivery Date,12,ATTeBiz,23015,23015
em114j,Add,AT&T Business,Digital Experience,CRU,Buy,2,Sales Order Management ,3,Sales Order CRU,1,,Perform onboarding se4tup,13,ATTeBiz,23015,23015
em114j,Add,AT&T Business,Digital Experience,CRU,Buy,2,Sales Order Management ,3,Sales Order CRU,1,,MDM transfer/Set-up,14,ATTeBiz,23015,23015
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Service Activation Complete,9,,Service Activation Complete,1,(FED) - AOTS,23223,23223
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Service Activation Complete,9,"BGW ->> CADM: Service Activation System
BGW ->> UBAM: Service Activation System",Service Activation Complete,1,BGW,14106,14106
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Service Activation Complete,9,,Service Activation Complete,1,BMP,13830,13830
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Service Activation Complete,9,,Service Activation Complete,1,CADM,12997,12997
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Service Activation Complete,9,,Service Activation Complete,1,CS WFBPM,22097,22097
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Service Activation Complete,9,Service Activation System,Service Activation Complete,1,CANOPI,16994,16994
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Service Activation Complete,9,Service Activation System,Service Activation Complete,1,EFMS,13537,13537
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Service Activation Complete,9,,Service Activation Complete,1,UBAM,27435,27435
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Service Activation Complete,9,,Service Activation Complete,1,FORCE-DCOE,19705,19705
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Service Activation Complete,9,,Service Activation Complete,1,ICT,13740,13740
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Service Activation Complete,9,,Service Activation Complete,1,INSTAR,13672,13672
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Service Activation Complete,9,,Service Activation Complete,1,NC3,13200,13200
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Service Activation Complete,9,Service Activation System,Service Activation Complete,1,NISE-WFM,19835,19835
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Service Activation Complete,9,,Service Activation Complete,1,OCS-SS,13758,13758
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Service Activation Complete,9,,Service Activation Complete,1,UB,13792,13792
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Service Activation Complete,9,Provisioning system,Service Activation Complete,1,WMS-NT,19808,19808
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Service Activation Complete,9,Provisioning system,Service Activation Complete,1,WMS - FDC/PDC - FedEx,25376,25376
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Service Activation Complete,9,Provisioning system,Service Activation Complete,1,EIS,26683,26683
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Service Activation Complete,9,,Service Activation Complete,1,(FED) - OCX,24336,24336
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Service Activation Complete,9,,Service Activation Complete,1,OCX,23326,23326
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Service Activation Complete,9,,Service Activation Complete,1,OMX,22011,22011
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Service Activation Complete,9,,Service Activation Complete,1,(FED) - OMX,24233,24233
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Service Activation Complete,9,,Service Activation Complete,1,NISE-WFM,19835,19835
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Service Activation Complete,9,,Service Activation Complete,1,AERO,21607,21607
em114j,Add,AT&T Business,Service Delivery,ADI,Get,3,Provisioning Management,2,Service Activation Complete,9,,Service Activation Complete,1,ICORE,18276,18276
em114j,Add,AT&T Business,Service Delivery,ASE,Get,3,Provisioning Management ,2,Service Activation Complete,7,,Submit New Orders,1,ARIS/EXACT,224,224
